,type,difficulty,category,question,correct_answer,incorrect_answers
0,multiple,hard,General Knowledge,Virtual reality company Oculus VR lost which of it&#039;s co-founders in a freak car accident in 2013?,Andrew Scott Reisse,"['Nate Mitchell', 'Jack McCauley', 'Palmer Luckey']"
1,multiple,hard,General Knowledge,What is the airspeed velocity of an unladen swallow?,24 MPH,"['15 MPH', '20 MPH', '200 MPH']"
2,multiple,hard,General Knowledge,Which of these cities does NOT have a United States Minting location?,"St. Louis, MO","['San Fransisco, CA', 'Philidelphia, PA', 'West Point, NY']"
3,multiple,hard,General Knowledge,Which of the following is not another name for the eggplant?,Potimarron,"['Brinjal', 'Guinea Squash', 'Melongene']"
4,multiple,hard,General Knowledge,"Located in Chile, El Teniente is the world&#039;s largest underground mine for what metal?",Copper,"['Iron', 'Nickel', 'Silver']"
5,multiple,hard,General Knowledge,"What does the Latin phrase &quot;Veni, vidi, vici&quot; translate into English?","I came, I saw, I conquered","['See no evil, hear no evil, speak no evil', 'Life, liberty, and happiness', 'Past, present, and future']"
6,multiple,hard,General Knowledge,The word &quot;abulia&quot; means which of the following?,The inability to make decisions,"['The inability to stand up', 'The inability to concentrate on anything', 'A feverish desire to rip one&#039;s clothes off']"
7,multiple,hard,General Knowledge,The word &quot;astasia&quot; means which of the following?,The inability to stand up,"['The inability to make decisions', 'The inability to concentrate on anything', 'A feverish desire to rip one&#039;s clothes off']"
8,multiple,hard,General Knowledge,"Which product did Nokia, the telecommunications company, originally sell?",Paper,"['Phones', 'Computers', 'Processors']"
9,multiple,hard,General Knowledge,"Which church&#039;s interior in Vatican City was designed in 1503 by renaissance architects including Bramante, Michelangelo and Bernini?",St. Peter&#039;s Basilica,"['Catania Cathedral', 'St. Mark&rsquo;s Basilica', 'The Duomo of Florence']"
10,multiple,hard,General Knowledge,"De Eemhof, Port Zelande and Het Heijderbos are holiday villas owned by what company?",Center Parcs,"['Yelloh Village', 'Keycamp', 'Villa Plus']"
11,multiple,hard,General Knowledge,"According to the 2014-2015 Australian Bureau of Statistics, what percentage of Australians were born overseas?",28%,"['13%', '20%', '7%']"
12,multiple,hard,General Knowledge,What is the weight of a Gold Bar in Fallout: New Vegas?,35 Pounds,"['30 Pounds', '40 Pounds', '32.50 Pounds']"
13,multiple,hard,General Knowledge,What is the romanized Korean word for &quot;heart&quot;?,Simjang,"['Aejeong', 'Jeongsin', 'Segseu']"
14,multiple,hard,General Knowledge,The Quadrangularis Reversum is best described as which of the following?,A percussion instrument,"['A building in Oxford University', 'A chess move', 'A geometric theorem']"
15,multiple,hard,General Knowledge,What is the romanized Arabic word for &quot;moon&quot;?,Qamar,"['Najma', 'Kawkab', 'Shams']"
16,multiple,hard,General Knowledge,The Swedish word &quot;Grunka&quot; means what in English?,Thing,"['People', 'Place', 'Pineapple']"
17,multiple,hard,General Knowledge,"Originally another word for poppy, coquelicot is a shade of what?",Red,"['Green', 'Blue', 'Pink']"
18,multiple,hard,General Knowledge,The word &quot;aprosexia&quot; means which of the following?,The inability to concentrate on anything,"['The inability to make decisions', 'A feverish desire to rip one&#039;s clothes off', 'The inability to stand up']"
19,multiple,hard,General Knowledge,Which of the following  British Monarchs never appeared on a circulated pound sterling coin?,Edward VIII,"['Victoria', 'George VI', 'Charles II']"
20,multiple,hard,General Knowledge,What year was the RoboSapien toy robot released?,2004,"['2000', '2001', '2006']"
21,multiple,hard,General Knowledge,Nephelococcygia is the practice of doing what?,Finding shapes in clouds,"['Sleeping with your eyes open', 'Breaking glass with your voice', 'Swimming in freezing water']"
22,multiple,hard,General Knowledge,Sciophobia is the fear of what?,Shadows,"['Eating', 'Bright lights', 'Transportation']"
23,multiple,hard,General Knowledge,"If someone said &quot;you are olid&quot;, what would they mean?",You smell extremely unpleasant.,"['You are out of shape/weak.', 'Your appearance is repulsive.', 'You are incomprehensible/an idiot.']"
24,multiple,hard,General Knowledge,"Before the 19th Century, the &quot;Living Room&quot; was originally called the...",Parlor,"['Open Room', 'Sitting Room', 'Loft']"
25,multiple,hard,General Knowledge,"What type of dog is &#039;Handsome Dan&#039;, the mascot of Yale University?",Bulldog,"['Yorkshire Terrier', 'Boxer', 'Pug']"
26,multiple,hard,General Knowledge,Which one of these Swedish companies was founded in 1943?,IKEA,"['H &amp; M', 'Lindex', 'Clas Ohlson']"
27,multiple,hard,General Knowledge,"According to Fair Works Australia, how long do you have to work to get Long Service Leave?",7 years,"['2 years', '8 years', '6 months']"
28,multiple,hard,General Knowledge,How many calories are in a 355 ml can of Pepsi Cola?,150,"['200', '100', '155']"
29,multiple,hard,General Knowledge,Which of the following chemicals are found in eggplant seeds?,Nicotine,"['Mescaline', 'Cyanide', 'Psilocybin']"
30,multiple,hard,General Knowledge,Disney&#039;s Haunted Mansion is home to a trio of Hitchhiking Ghosts. Which of these is NOT one of them?,Harry,"['Gus', 'Phineas', 'Ezra']"
31,multiple,hard,General Knowledge,Which of these banks are NOT authorized to issue currency notes in Hong Kong?,OCBC,"['HSBC', 'Standard Chartered', 'Bank of China']"
32,multiple,hard,General Knowledge,What was Bank of America originally established as?,Bank of Italy,"['Bank of Long Island', 'Bank of Pennsylvania', 'Bank of Charlotte']"
33,multiple,hard,General Knowledge,Which of the following is an existing family in &quot;The Sims&quot;?,The Goth Family,"['The Family', 'The Simoleon Family', 'The Proud Family']"
34,multiple,hard,General Knowledge,Which of the following languages does NOT use gender as a part of its grammar?,Turkish,"['German', 'Danish', 'Polish']"
35,multiple,hard,General Knowledge,How many notes are there on a standard grand piano?,88,"['98', '108', '78']"
36,multiple,hard,General Knowledge,Which film star has his statue in Leicester Square?,Charlie Chaplin,"['Paul Newman', 'Rowan Atkinson ', 'Alfred Hitchcock']"
37,multiple,hard,General Knowledge,Which musician has collaborated with American producer Porter Robinson and released the 2016 song &quot;Shelter&quot;?,Madeon,"['Mat Zo', 'deadmau5', 'Zedd']"
38,multiple,hard,General Knowledge,Chartreuse is a color between yellow and what?,Green,"['Red', 'Black', 'Purple']"
39,multiple,hard,General Knowledge,"In &quot;Battle Cats&quot;, what is Moneko / MISS Moneko&#039;s critical percentage rate?",15%,"['20%', '10%', '25%']"
40,multiple,hard,General Knowledge,"In &quot;Resident Evil 3&quot;, how many inventory slots does Jill have at the start of the game?",10,"['6', '8', '12']"
41,multiple,hard,General Knowledge,"In flight systems, what does the initialism &quot;TCAS&quot; stand for?",Traffic Collision Avoidance System,"['Traffic Communication Alert System', 'Traffic Configuration Alignment System', 'Traffic Call-sign Abbreviation System']"
42,multiple,hard,General Knowledge,Electronic music producer Kygo&#039;s popularity skyrocketed after a certain remix. Which song did he remix?,Ed Sheeran - I See Fire,"['Marvin Gaye - Sexual Healing', 'Coldplay - Midnight', 'a-ha - Take On Me']"
43,multiple,hard,General Knowledge,When was &quot;YouTube&quot; founded?,"February 14, 2005","['May 22, 2004', 'September 12, 2005', 'July 19, 2009']"
44,multiple,hard,General Knowledge,Who founded the Khan Academy?,Sal Khan,"['Ben Khan', 'Kitt Khan', 'Adel Khan']"
45,multiple,hard,General Knowledge,The words &quot;bungalow&quot; and &quot;shampoo&quot; originate from the languages of which country?,India,"['Papua New Guinea', 'Ethiopia', 'China']"
46,multiple,hard,General Knowledge,"In the MMO RPG &quot;Realm of the Mad God&quot;, what dungeon is widely considered to be the most difficult?",The Shatter&#039;s,"['Snake Pit', 'The Tomb of the Acient&#039;s', 'The Puppet Master&#039;s Theater']"
47,multiple,hard,General Knowledge,How long did it take the motorized window washers of the original World Trade Center to clean the entire exterior of the building?,1 Month,"['3 Weeks', '1 Week', '2 Months']"
48,multiple,hard,General Knowledge,What is the most commonly used noun in the English language?,Time,"['Home', 'Water', 'Man']"
49,multiple,hard,General Knowledge,"If you planted the seeds of Quercus robur, what would grow?",Trees,"['Grains', 'Vegetables', 'Flowers']"
